,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296
no_ortho_Candersoni30847,arg__L,metox__R,epist,ac,gln__L,salchs4fe,pgp1819Z160,ps161,pg141,pe1819Z1835Z9Z12Z,xyl__D,imp,pg180,pg160,enter,lyslyslys,HC01361,chitob,lysvalphe,hghhlipa,rib__D,meglyxyl,asn__L,leu__L,isetac,glyc,feoxam,fe3hox,lido,so3,degly,ps180,tchola,cu2,idp,pe18111Z1835Z9Z12Z,tyr__L,fecrm,ahdt,alaala,pgp120,hislysval,cbl2,pe120,mobd,taur,pe181,cd2,colipa,ttdca,h2o2,galur,pa141,salchs2fe,gthox,ocdcea,pe1801819Z,pe18111Z1819Z,ddca,pg161,ergst,pa180,co2,dca,pg1819Z160,zn2,glyc3p,met__L,kdo2lipid4,pe141,pg140,cobalt2,ps141,mn2,feenter,hco3,pe140,clpn141,pgp18111Z160,man,cro4,pi,so4,pe18111Z1829Z12Z,pa160,hghhlipan,ps181,k,pe1801829Z12Z,26dmani,o2,glu__L,pg181,fecost,phethrlys,hxa,pe1829Z12Z1835Z9Z12Z,glcur,pail18111Z160,lipa,butso3,protein,lipa_cold,pa161,g1p,pgp181,cys__L,fe3,pro__L,ttdcea,zymst,pg120,pe18111Z1845Z9Z12Z15Z,valtrpval,pheme,pe161,pgp140,pgp160,ni2,pg18111Z160,pe1801845Z9Z12Z15Z,hdca,tsul,ocdca,lanost,asp__L,pe1801835Z9Z12Z,pgp141,pa140,cit,octa,cpgn,na1,pe180,ca2,gal,fe2,pgp180,h,pe1819Z1829Z12Z,egly,pe1819Z1845Z9Z12Z15Z,h2o,pe160,arab__L,salchs4,mg2,met__D,cu,ps140,rmn,arbtn_fe3,pa181,pe1819Z1819Z,pail1819Z160,hdcea,pgp161,ps120,metox,fru,glc__D,fe3dhbzs,pa120,ps160,ile__L,gthrd,tungs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
no_ortho_GintestinalisAssemblageAWB,arg__L,metox__R,trpthrtyr,ac,tre,gln__L,pgp1819Z160,crn__D,ps161,no3,actn__R,pe1819Z1835Z9Z12Z,pg141,imp,pg160,pg180,sucr,enter,glyb,chitob,hghhlipa,his__L,asn__L,leu__L,pullulan1200,enlipidA,lido,so3,degly,ps180,tchola,malttr,idp,pe18111Z1835Z9Z12Z,pgp120,pe120,mobd,arsenb,pe181,cd2,acgam,colipa,sbt__D,ferrich,ttdca,h2o2,ferxa,4h3npacald,starch1200,galt,mnl,pa141,gthox,ocdcea,pe1801819Z,pe18111Z1819Z,ddca,ptrc,manglyc,pa180,pg161,co2,dca,pg1819Z160,acmana,zn2,glyc3p,met__L,kdo2lipid4,pe141,pg140,cobalt2,fe3dcit,ps141,mn2,hco3,pe140,tyrphetyr,pgp18111Z160,man,spmd,cro4,pi,arbt,so4,phephethr,pe18111Z1829Z12Z,pa160,hghhlipan,ps181,adprib,k,pe1801829Z12Z,26dmani,o2,pg181,prolb,enlipidA_LptA,hxa,gam,pe1829Z12Z1835Z9Z12Z,chols,pail18111Z160,lipa,enlipa,LptA,protein,chol,lipa_cold,orn,pa161,3ntym,pgp181,cys__L,fe3,pro__L,ttdcea,pg120,pe18111Z1845Z9Z12Z15Z,pheme,crm_hs,pe161,pgp140,pgp160,crn,chtbs,ni2,pg18111Z160,pe1801845Z9Z12Z15Z,malt,hdca,tsul,ocdca,asp__L,ctbt,ascb__L,inost,pe1801835Z9Z12Z,pgp141,pa140,cit,octa,na1,pe180,galgluside_hs,ca2,gal,nad,fe2,pgp180,h,pe1819Z1829Z12Z,colipap,pe1819Z1845Z9Z12Z15Z,h2o,pe160,salchs4,mg2,met__D,val__L,acolipa,ps140,ncam,lys__L,pa181,pe1819Z1819Z,nh4,eca4colipa,pail1819Z160,hdcea,pgp161,ps120,metox,fru,glc__D,acmum,gluside_hs,pa120,ps160,ile__L,gthrd,tungs,o16a4colipa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
no_ortho_PcynomolgiM,arg__L,metox__R,epist,ac,glucan1500,gln__L,pgp1819Z160,ps161,actn__R,pg141,dtdp,pe1819Z1835Z9Z12Z,xyl__D,imp,pg180,pg160,sucr,enter,lyslyslys,glyb,HC01361,chitob,hghhlipa,rib__D,all__D,dpcoa,amp,glyc,enlipidA,drib,ppi,ps180,tchola,cu2,idp,pe18111Z1835Z9Z12Z,ahdt,pgp120,no2,pe120,mobd,taur,for,pe181,cd2,colipa,pan4p,ttdca,h2o2,hemozoin,ptd1ino,pa141,gthox,ocdcea,pe1801819Z,pe18111Z1819Z,ddca,ptrc,ergst,pa180,pg161,co2,dca,pg1819Z160,zn2,pcox,met__L,kdo2lipid4,pe141,pg140,cobalt2,ps141,mn2,feenter,hco3,pe140,glucan6,pgp18111Z160,man,spmd,pi,so4,atp,hb,pe18111Z1829Z12Z,pa160,gmp,ileargile,ps181,hghhlipan,thrthrarg,k,pe1801829Z12Z,o2,pg181,fecost,enlipidA_LptA,hxa,pe1829Z12Z1835Z9Z12Z,lyspheile,ficytc6,pail18111Z160,lipa,enlipa,LptA,protein,chol,glyald,lipa_cold,orn,thmmp,pa161,pgp181,cys__L,fe3,pro__L,ttdcea,zymst,pg120,urea,pe18111Z1845Z9Z12Z15Z,pheme,pe161,pgp140,pgp160,crn,ni2,pg18111Z160,pe1801845Z9Z12Z15Z,hdca,tsul,ocdca,lanost,inost,pe1801835Z9Z12Z,pgp141,pa140,cit,octa,na1,pe180,ca2,gal,pail,fe2,pgp180,h,pe1819Z1829Z12Z,dttp,colipap,pe1819Z1845Z9Z12Z15Z,h2o,pe160,focytc6,arab__L,salchs4,mg2,lystyrile,met__D,acolipa,cu,ps140,pa181,pe1819Z1819Z,nh4,eca4colipa,pcrd,lac__L,pail1819Z160,hdcea,pgp161,ps120,metox,fru,glc__D,fe3dhbzs,pa120,ps160,gthrd,tungs,gdp,o16a4colipa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
no_ortho_PyoeliiyoeliiYM,arg__L,epist,ac,gln__L,pgp1819Z160,crn__D,pur,pg141,pe1819Z1835Z9Z12Z,xyl__D,pg160,pg180,enter,lyslyslys,glyb,chitob,rib__D,glyc,enlipidA,drib,tchola,cu2,pe18111Z1835Z9Z12Z,metmetile,pgp120,no2,pe120,mobd,taur,for,pe181,cd2,colipa,ttdca,hemozoin,ptd1ino,pa141,ocdcea,pe1801819Z,pe18111Z1819Z,ddca,ptrc,ergst,pa180,pg161,co2,dca,pg1819Z160,zn2,pcox,kdo2lipid4,pe141,pg140,chsterol,cobalt2,mn2,pe140,pgp18111Z160,man,spmd,pi,so4,hb,pe18111Z1829Z12Z,pa160,gmp,ileargile,k,pe1801829Z12Z,o2,thm,glu__L,pg181,fecost,enlipidA_LptA,hxa,pe1829Z12Z1835Z9Z12Z,lyspheile,ficytc6,pail18111Z160,lipa,enlipa,LptA,protein,chol,glyald,lipa_cold,orn,pa161,pgp181,cys__L,fe3,pro__L,ttdcea,zymst,pg120,urea,cellb,pe18111Z1845Z9Z12Z15Z,pheme,pe161,pgp140,pgp160,crn,ni2,pg18111Z160,pe1801845Z9Z12Z15Z,hdca,tsul,ocdca,lanost,ctbt,inost,pe1801835Z9Z12Z,pgp141,pa140,cit,octa,lmn2,na1,pe180,ca2,gal,pail,fe2,pgp180,h,pe1819Z1829Z12Z,colipap,pe1819Z1845Z9Z12Z15Z,h2o,pe160,focytc6,arab__L,salchs4,mg2,lystyrile,acolipa,cu,pa181,pe1819Z1819Z,eca4colipa,pcrd,lac__L,pail1819Z160,hdcea,pgp161,fru,glc__D,pa120,gthrd,tungs,gdp,o16a4colipa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PfalciparumKH02,arg__L,cdpdodec11eg,gly,12dgr160,mal__L,pydxn,epist,dsbard,thr__L,pdx5p,2agpg160,12dgr120,ac,gln__L,pgp1819Z160,ps161,hxan,pg141,pmtcoa,dtdp,pe1819Z1835Z9Z12Z,2agpe120,xyl__D,imp,pg160,pg180,no3,sucr,enter,ddcacoa,HC01361,chitob,cdpdodecg,hghhlipa,rib__D,dpcoa,sphmyln,leu__L,asn__L,his__L,12dgr141,glyc,enlipidA,2ddecg3p,ser__L,so3,ppi,ps180,Rtotalcoa,tchola,2agpg120,2agpg141,cu2,pnto__R,idp,pe18111Z1835Z9Z12Z,tyr__L,ahdt,odecoa,pgp120,gua,no2,pe120,pap,mobd,taur,for,pe181,cd2,colipa,ferrich,pan4p,12dgr161,ttdca,hemozoin,dad_2,12dgr181,ptd1ino,pa141,2agpg161,ocdcea,pe1801819Z,pe18111Z1819Z,ddca,ptrc,ergst,pa180,pg161,o2s,dolichol,co2,dca,pg1819Z160,zn2,pcox,avite1,met__L,kdo2lipid4,pe141,pg140,chsterol,cobalt2,ps141,mn2,hco3,pe140,ins,ade,camp,fum,clpn141,pgp18111Z160,12dgr140,man,spmd,cro4,dag,pi,tdecoa,pc,5mthf,ipdp,so4,atp,hb,pe18111Z1829Z12Z,pa160,2agpe140,2agpg140,hghhlipan,ps181,dcacoa,cdpdddecg,cdpdtdecg,adn,k,pe1801829Z12Z,o2,35cgmp,thm,xolest2,glu__L,pg181,fecost,enlipidA_LptA,occoa,trp__L,hxa,pe1829Z12Z1835Z9Z12Z,ficytc6,2agpe180,din,pail18111Z160,xan,lipa,enlipa,LptA,protein,chol,glyald,tdcoa,lipa_cold,orn,gluside,pa161,pgp181,cys__L,fe3,pro__L,ttdcea,zymst,pg120,urea,pe18111Z1845Z9Z12Z15Z,2agpe161,Rtotal,pheme,cdpdhdecg,pe161,pgp140,pgp160,cdpdtdec7eg,pe,amet,coa,cdpdhdec9eg,ni2,pg18111Z160,pe1801845Z9Z12Z15Z,stcoa,hdca,tsul,ocdca,lanost,hxcoa,asp__L,hdcoa,cdpdag,pe1801835Z9Z12Z,ala__L,pgp141,pa140,protein_t,cit,octa,na1,pe180,gthox_protein,ca2,gal,pail,fe2,pgp180,succ,h,pe1819Z1829Z12Z,dttp,cysi__L,colipap,pe1819Z1845Z9Z12Z15Z,h2o,pe160,focytc6,arab__L,salchs4,dsbaox,mg2,met__D,val__L,acolipa,cu,ps140,2agpg181,dgsn,lipoate,pa181,lys__L,pe1819Z1819Z,nh4,eca4colipa,pcrd,lac__L,2agpe181,pail1819Z160,citr__L,tag,hdcea,pgp161,CE5022,ps120,fru,glc__D,5fthf,pa120,12dgr180,2agpe141,ps160,2agpg180,ile__L,2agpe160,phe__L,gthrd,tungs,gsn,o16a4colipa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
no_ortho_EhistolyticaHM1IMSS-B,arg__L,metox__R,gly,acgam6p,mal__L,ppa,epist,thr__L,manttr,ac,tre,gln__L,ibt,4abut,hxan,no3,actn__R,crn__D,salchs4fe,h2,xyl__D,imp,dtdp,pe1819Z1835Z9Z12Z,pg141,sucr,pg180,enter,pg160,glyb,chitob,g6p,rib__D,trpiletrp,g3pi,his__L,asn__L,n2,cl,leu__L,pser__L,amp,glyc,enlipidA,drib,acgam1p,f6p,ser__L,so3,tchola,manb,idp,pe18111Z1835Z9Z12Z,tyr__L,progly,alaala,icit,xolest2_cho,gua,pgp120,no2,pe120,mobd,taur,for,arsenb,pe181,cd2,acgam,colipa,sbt__D,cell6,ttdca,dad_2,galt,mnl,pa141,ptd1ino,salchs2fe,ocdcea,nmn,pe1801819Z,pe18111Z1819Z,ddca,ptrc,ergst,manglyc,pa180,pg161,co2,dca,pg1819Z160,metsox_S__L,acmana,pyr,zn2,lcts,glyc3p,met__L,kdo2lipid4,chsterol,meoh,pg140,pe141,cobalt2,pac,tyrphetyr,mn2,gthrd,hco3,pe140,fum,pgp18111Z160,man,spmd,pi,arbt,btoh,so4,s7p,pe18111Z1829Z12Z,pa160,3mb,ileargile,pta,k,pe1801829Z12Z,o2,glu__L,pg181,fecost,prolb,enlipidA_LptA,trp__L,hxa,gam,pe1829Z12Z1835Z9Z12Z,din,glcur,salcn,pail18111Z160,lipa,enlipa,LptA,protein,lipa_cold,orn,pa161,2pg,g1p,pgp181,cys__L,fe3,pro__L,ttdcea,zymst,pg120,pe18111Z1845Z9Z12Z15Z,cellb,Rtotal,pheme,csn,pe161,pgp140,pgp160,maltttr,crn,chtbs,4hbz,ni2,pg18111Z160,pe1801845Z9Z12Z15Z,malt,hdca,tsul,ocdca,lanost,asp__L,ctbt,ascb__L,inost,pe1801835Z9Z12Z,ala__L,pgp141,pa140,cit,octa,bz,na1,cgly,etoh,pe180,ca2,gal,nad,fe2,pgp180,succ,h,pail,pe1819Z1829Z12Z,dttp,colipap,pe1819Z1845Z9Z12Z15Z,h2o,pe160,arab__L,bzal,cell4,salchs4,pgp1819Z160,mantr,mg2,met__D,val__L,g3pc,cu,acolipa,lys__L,pa181,pe1819Z1819Z,nh4,eca4colipa,pail1819Z160,hdcea,pgp161,metox,fru,glc__D,acmum,dhap,pa120,ile__L,ag,phe__L,but,o16a4colipa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
no_ortho_VcorneaeATCC50505,arg__L,epist,glucan1500,tre,gln__L,salchs4fe,pgp1819Z160,ps161,actn__R,pg141,dtdp,pe1819Z1835Z9Z12Z,xyl__D,imp,pg160,pg180,ethso3,enter,lyslyslys,glyb,chitob,hghhlipa,rib__D,isetac,feoxam,enlipidA,fe3hox,so3,ps180,murein3p3p,tchola,murein3px3p,cu2,idp,pe18111Z1835Z9Z12Z,fecrm,mso3,pgp120,hislysval,cbl2,pe120,mobd,pe181,colipa,ttdca,h2o2,pa141,salchs2fe,gthox,pe1801819Z,pe18111Z1819Z,pg161,ptrc,ergst,pa180,pg1819Z160,zn2,met__L,kdo2lipid4,pe141,pg140,cobalt2,fe3dcit,ps141,mn2,feenter,pe140,glucan6,pgp18111Z160,spmd,cro4,pi,so4,pe18111Z1829Z12Z,pa160,ileargile,hghhlipan,ps181,malthp,k,pe1801829Z12Z,o2,glu__L,pg181,fecost,enlipidA_LptA,murein5p3p,pe1829Z12Z1835Z9Z12Z,leuleu,pail18111Z160,lipa,enlipa,butso3,LptA,protein,lipa_cold,pa161,sulfac,pgp181,cys__L,fe3,pro__L,zymst,pg120,pe18111Z1845Z9Z12Z15Z,pheme,leuleutrp,pe161,pgp140,pgp160,ni2,pg18111Z160,pe1801845Z9Z12Z15Z,malt,hdca,tsul,lanost,asp__L,pe1801835Z9Z12Z,valleuphe,pgp141,pa140,hislysile,cit,cpgn,na1,cgly,pe180,ca2,fe2,pgp180,h,pe1819Z1829Z12Z,dttp,colipap,pe1819Z1845Z9Z12Z15Z,h2o,pe160,salchs4,murein5px3p,mg2,lystyrile,met__D,acolipa,ps140,pa181,arbtn_fe3,pe1819Z1819Z,eca4colipa,pail1819Z160,pgp161,ps120,glc__D,fe3dhbzs,pa120,ps160,gthrd,tungs,o16a4colipa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
no_ortho_Pgallinaceum8A,epist,ac,glucan1500,pgp1819Z160,ps161,actn__R,pg141,pe1819Z1835Z9Z12Z,xyl__D,pg160,pg180,lyslyslys,glyb,chitob,hghhlipa,rib__D,asntyrthr,glyc,enlipidA,ps180,tchola,cu2,pe18111Z1835Z9Z12Z,pgp120,no2,pe120,mobd,taur,for,pe181,cd2,colipa,ferrich,ttdca,h2o2,hemozoin,ptd1ino,pa141,gthox,ocdcea,pe1801819Z,nmn,pe18111Z1819Z,ddca,ptrc,ergst,pa180,pg161,co2,dca,pg1819Z160,zn2,pcox,met__L,kdo2lipid4,pe141,pg140,cobalt2,ps141,mn2,pe140,glucan6,clpn141,pgp18111Z160,man,pi,so4,hb,pe18111Z1829Z12Z,pa160,gmp,ileargile,ps181,hghhlipan,k,pe1801829Z12Z,o2,glu__L,pg181,fecost,enlipidA_LptA,hxa,pe1829Z12Z1835Z9Z12Z,lyspheile,ficytc6,pail18111Z160,lipa,enlipa,LptA,protein,chol,glyald,lipa_cold,orn,thmmp,pa161,pgp181,fe3,pro__L,ttdcea,zymst,pg120,urea,pe18111Z1845Z9Z12Z15Z,pheme,pe161,pgp140,pgp160,pe,ni2,pg18111Z160,pe1801845Z9Z12Z15Z,hdca,tsul,ocdca,lanost,pe1801835Z9Z12Z,pgp141,pa140,cit,octa,na1,pe180,ca2,gal,fe2,pgp180,h,pe1819Z1829Z12Z,colipap,pe1819Z1845Z9Z12Z15Z,h2o,asnpheasp,pe160,focytc6,arab__L,mg2,lystyrile,met__D,acolipa,cu,ps140,pa181,pe1819Z1819Z,eca4colipa,pcrd,lac__L,ileasnhis,pail1819Z160,hdcea,pgp161,ps120,fru,glc__D,pa120,ps160,gthrd,tungs,gdp,o16a4colipa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
no_ortho_MdaphniaeUGP3,arg__L,epist,glucan1500,tre,h2,pgp1819Z160,ps161,actn__R,pg141,pe1819Z1835Z9Z12Z,xyl__D,imp,pg160,pg180,ethso3,enter,lyslyslys,HC01361,hghhlipa,meglyxyl,pentso3,asn__L,isetac,glyc,oaa,enlipidA,lido,so3,degly,ps180,murein3p3p,tchola,murein3px3p,malttr,cu2,idp,pe18111Z1835Z9Z12Z,ahdt,ppt,mso3,pgp120,cbl2,pe120,mobd,taur,pe181,cd2,colipa,ttdca,h2o2,galur,Lcyst,pa141,gthox,ocdcea,pe1801819Z,pe18111Z1819Z,ddca,ptrc,ergst,pa180,pg161,istnt,co2,dca,pg1819Z160,zn2,galct__D,kdo2lipid4,pe141,pg140,cobalt2,fe3dcit,ps141,mn2,hco3,pe140,glucan6,fum,pgp18111Z160,man,hg2,spmd,cro4,pi,so4,buts,pe18111Z1829Z12Z,pa160,gmp,ileargile,ps181,hghhlipan,k,pe1801829Z12Z,26dmani,o2,galctn__D,glu__L,eths,pg181,fecost,enlipidA_LptA,murein5p3p,hxa,pe1829Z12Z1835Z9Z12Z,hexs,glcur,leuleu,pail18111Z160,lipa,enlipa,butso3,LptA,protein,lipa_cold,orn,pa161,sulfac,pgp181,cys__L,fe3,ttdcea,zymst,pg120,pe18111Z1845Z9Z12Z15Z,pheme,mops,leuleutrp,pe161,pgp140,pgp160,maltttr,amet,coa,ni2,pg18111Z160,pe1801845Z9Z12Z15Z,malt,hdca,tsul,ocdca,lanost,asp__L,inost,pe1801835Z9Z12Z,vallystyr,valleuphe,pgp141,14glucan,maltpt,pa140,hislysile,cit,octa,na1,cgly,pe180,ca2,gal,fe2,pgp180,succ,h,pe1819Z1829Z12Z,egly,colipap,pe1819Z1845Z9Z12Z15Z,h2o,pe160,salchs4,murein5px3p,mg2,lystyrile,acolipa,cu,ps140,pa181,pe1819Z1819Z,nh4,eca4colipa,pail1819Z160,hdcea,pgp161,ps120,fru,glc__D,malthx,pa120,ps160,sula,gthrd,tungs,gdp,o16a4colipa,glcr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
no_ortho_CparvumIowaII,epist,ac,gln__L,salchs4fe,pgp1819Z160,ps161,actn__R,pg141,pe1819Z1835Z9Z12Z,xyl__D,3hpppn,pg160,pg180,ethso3,sprm,lyslyslys,lysvalphe,hghhlipa,meglyxyl,asn__L,leu__L,isetac,hislysthr,enlipidA,3hcinnm,lido,degly,ps180,tchola,starch,malttr,cu2,pe18111Z1835Z9Z12Z,tyr__L,mso3,pgp120,cbl2,pe120,mobd,taur,pe181,cd2,colipa,ttdca,h2o2,starch1200,amylose300,Lcyst,pa141,salchs2fe,methislys,gthox,ocdcea,pe1801819Z,pe18111Z1819Z,ddca,ptrc,ergst,pg161,pa180,dca,pg1819Z160,zn2,glyc3p,kdo2lipid4,pe141,pg140,chsterol,cobalt2,ps141,mn2,feenter,pe140,ins,pgp18111Z160,man,hg2,spmd,so4,pe18111Z1829Z12Z,pa160,hghhlipan,ps181,adn,k,pe1801829Z12Z,26dmani,galctn__D,pg181,fecost,enlipidA_LptA,phethrlys,hxa,pe1829Z12Z1835Z9Z12Z,dextrin,pail18111Z160,lipa,enlipa,butso3,LptA,protein,lipa_cold,orn,pa161,sulfac,pgp181,cys__L,fe3,ttdcea,zymst,pg120,pe18111Z1845Z9Z12Z15Z,valtrpval,pheme,pe161,pgp160,pgp140,ni2,pg18111Z160,pe1801845Z9Z12Z15Z,malt,hdca,tsul,ocdca,lanost,inost,pe1801835Z9Z12Z,pgp141,pa140,cit,octa,na1,pe180,argphearg,ca2,gal,fe2,pgp180,h,pe1819Z1829Z12Z,egly,colipap,pe1819Z1845Z9Z12Z15Z,h2o,pe160,mg2,thrmetarg,acolipa,cu,ps140,pa181,pe1819Z1819Z,eca4colipa,lac__L,pail1819Z160,hdcea,pgp161,ps120,fru,glc__D,fe3dhbzs,pa120,ps160,ile__L,glycogen1500,gthrd,o16a4colipa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
no_ortho_NfowleriATCC30863,arg__L,metox__R,gly,mal__L,ppa,epist,thr__L,murein5px4p,ac,23cump,tre,gln__L,salchs4fe,crn__D,pgp1819Z160,no3,actn__R,pe1819Z1835Z9Z12Z,murein4px4p4p,ps161,xyl__D,pg141,pg180,pg160,sucr,enter,lyslyslys,glyb,chitob,pq,hghhlipa,rib__D,trpiletrp,meglyxyl,his__L,asn__L,leu__L,isetac,glyc,feoxam,oaa,enlipidA,drib,fe3hox,ser__L,xyl3,lido,so3,degly,ps180,murein3p3p,tchola,murein3px3p,cu2,pe18111Z1835Z9Z12Z,tyr__L,fecrm,alaala,gm2lipa,pgp120,pe120,mobd,taur,for,pe181,cd2,acgam,colipa,sbt__D,ferrich,glcglyc,4hba,ttdca,h2o2,galur,galt,mnl,pa141,salchs2fe,gthox,ocdcea,xylb,pe1801819Z,murein5px4px4p,ddca,ptrc,ergst,manglyc,pe18111Z1819Z,ppcr,glucan4,murein3px4p,pa180,pg161,co2,dca,pg1819Z160,murein4px4p,acmana,pyr,zn2,pcox,glyc3p,met__L,kdo2lipid4,pe141,pg140,cobalt2,fe3dcit,ps141,mn2,feenter,hco3,glucan6,fum,pe140,clpn141,pgp18111Z160,man,spmd,cro4,pi,arbt,so4,pe18111Z1829Z12Z,pa160,ala__D,hghhlipan,ps181,malthp,murein5p4p,k,pe1801829Z12Z,26dmani,o2,thm,glu__L,ppco,pg181,murein4p4p,fecost,murein5p3p,enlipidA_LptA,hxa,gam,pe1829Z12Z1835Z9Z12Z,chols,ficytc6,glcur,pail18111Z160,lipa,enlipa,butso3,LptA,chol,glyald,protein,lipa_cold,orn,pa161,g1p,akg,cys__L,fe3,pgp181,pro__L,ttdcea,zymst,pg120,urea,pe18111Z1845Z9Z12Z15Z,pheme,hexc,pe161,pgp140,pgp160,4hbald,amet,coa,crn,chtbs,ni2,pg18111Z160,pe1801845Z9Z12Z15Z,malt,hdca,tsul,ocdca,lanost,asp__L,ctbt,ascb__L,inost,pe1801835Z9Z12Z,ala__L,pgp141,pa140,cit,octa,murein4p3p,cpgn,na1,cgly,pe180,ca2,gal,fe2,pgp180,succ,h,murein5p5p,pe1819Z1829Z12Z,gm1lipa,egly,colipap,pe1819Z1845Z9Z12Z15Z,h2o,phepheasn,4crsol,pe160,focytc6,salchs4,murein5px3p,mg2,xylan4,met__D,val__L,acolipa,3ump,cu,ps140,pqh2,pa181,arbtn_fe3,pe1819Z1819Z,nh4,eca4colipa,pcrd,lac__L,pail1819Z160,hdcea,pgp161,ps120,metox,fru,glc__D,5fthf,acmum,fe3dhbzs,pa120,ps160,murein4px4px4p,ile__L,uri,gthrd,tungs,o16a4colipa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
