,T. gondii ARI,T. gondii FOU,T. gondii GAB2-2007-GAL-DOM2,T. gondii GT1,T. gondii MAS,T. gondii ME49,T. gondii p89,T. gondii RUB,T. gondii TgCatPRC2,T. gondii VAND,T. gondii VEG
CLPNS120,,,,,nonlethal,,,,,,
PAIL1819Z160t,,,,,nonlethal,,,,,,
SULR_1,,,,,nonlethal,,,,,,
NFTYROX,,,,,not in model,,,,,,
ACACT5r,,,,,nonlethal,,,,,,
EAR180y,,,,,nonlethal,,,,,,
ASNS1,,,,,nonlethal,,,,,,
ARGDC,,,,,nonlethal,,,,,,
EX_pe140_e,,,,,nonlethal,,,,,,
AACPS3,,,,,nonlethal,,,,,,
PIt5m,,,,,nonlethal,,,,,,
AMMQT7,,,,,not in model,,,,,,
TRPAS1,,,,,nonlethal,,,,,,
OGMEACPD,,,,,nonlethal,,,,,,
NAt5,,,,,not in model,,,,,,
OGMEACPS,,,,,nonlethal,,,,,,
ACTD,,,,,nonlethal,,,,,,
FE3DCITabcppc,,,,,nonlethal,,,,,,
FAO161p_oddc,,,,,nonlethal,,,,,,
PGSA141,,,,,nonlethal,,,,,,
3HPCOAHYD,,,,,nonlethal,,,,,,
EX_butso3_e,,,,,nonlethal,,,,,,
NTRIR_h,,,,,not in model,,,,,,
PPANA,,,,,nonlethal,,,,,,
FAS120COA,,,,,nonlethal,,,,,,
CRNDCAL2,,,,,nonlethal,,,,,,
ACOADAGAT18111Z1819Z1845Z9Z12Z15Z,,,,,nonlethal,,,,,,
EX_pg120_e,,,,,nonlethal,,,,,,
ORNTA_1,,,,,nonlethal,,,,,,
G12MT1,,,,,nonlethal,,,,,,
GLUS_ferrc,,,,,nonlethal,,,,,,
4H3NALDD,,,,,nonlethal,,,,,,
DHQS,,,,,nonlethal,,,,,,
DM_ala__L_c,,,,,nonlethal,,,,,,
HISLYSTHRr,,,,,not in model,,,,,,
ALCD19_L,,,,,nonlethal,,,,,,
GCC2am,,,,,nonlethal,,,,,,
HACD1,,,,,nonlethal,,,,,,
PLPSA21819Z1835Z9Z12Z,,,,,nonlethal,,,,,,
FA180ACPH,,,,,nonlethal,,,,,,
LYSLYSLYSr,,,,,not in model,,,,,,
ECOAH7,,,,,nonlethal,,,,,,
NDPK4m,,,,,nonlethal,,,,,,
MOD_2mbdhl,,,,,nonlethal,,,,,,
FRDO,,,,,nonlethal,,,,,,
NaKt_1,,,,,nonlethal,,,,,,
DAGK18111Z1819Z,,,,,nonlethal,,,,,,
MGDGD7DS1819Z1617Zc,,,,,nonlethal,,,,,,
GLCGSD,,,,,nonlethal,,,,,,
AMPDA,,,,,nonlethal,,,,,,
ECOAH3,,,,,nonlethal,,,,,,
FADH2tm,,,,,not in model,,,,,,
ACOADAGAT1819Z18111Z1845Z9Z12Z15Z,,,,,nonlethal,,,,,,
CYOO3,,,,,not in model,,,,,,
ACOAD6f,,,,,nonlethal,,,,,,
LYSLYSLYSt,,,,,not in model,,,,,,
EX_octa_e,,,,,nonlethal,,,,,,
FORAMD,,,,,not in model,,,,,,
13GS,,,,,nonlethal,,,,,,
ACACT6pc,,,,,nonlethal,,,,,,
PPRDNDH,,,,,not in model,,,,,,
EX_fe3hox_e,,,,,not in model,,,,,,
PE18111Z1829Z12Zt,,,,,nonlethal,,,,,,
MGDGW6DS1829Z12Z1627Z10Z1c,,,,,nonlethal,,,,,,
EX_zn2_e,,,,,nonlethal,,,,,,
EX_zymst_e,,,,,nonlethal,,,,,,
PS140abcppc,,,,,nonlethal,,,,,,
r0047,,,,,nonlethal,,,,,,
6TINS5MPOR,,,,,nonlethal,,,,,,
GTHAMPORh,,,,,not in model,,,,,,
ACACT2r,,,,,nonlethal,,,,,,
CEPTE_cho,,,,,nonlethal,,,,,,
EX_gln__L_e,,,,,nonlethal,,,,,,
CYTK2,,,,,nonlethal,,,,,,
ASAD,,,,,nonlethal,,,,,,
PRO1xm,,,,,nonlethal,,,,,,
NTRLASE,,,,,nonlethal,,,,,,
MG2B,,,,,nonlethal,,,,,,
ALATRS,,,,,nonlethal,,,,,,
GGGABADr,,,,,nonlethal,,,,,,
OXO2Ctm,,,,,nonlethal,,,,,,
FASC182ACP,,,,,nonlethal,,,,,,
NDPK7,,,,,nonlethal,,,,,,
G3PD1ir,,,,,nonlethal,,,,,,
NAt3_1,,,,,nonlethal,,,,,,
lipid2,,,,,nonlethal,,,,,,
EX_asp__L_e,,,,,nonlethal,,,,,,
ACSERthi,,,,,not in model,,,,,,
A2GALT1c,,,,,nonlethal,,,,,,
FACOAL170_anteiso,,,,,nonlethal,,,,,,
PACOAL,,,,,nonlethal,,,,,,
THD2,,,,,nonlethal,,,,,,
CHLSTI_1,,,,,nonlethal,,,,,,
EX_asn__L_e,,,,,nonlethal,,,,,,
3HAD161,,,,,nonlethal,,,,,,
ARMT,,,,,nonlethal,,,,,,
HMBS,,,,,nonlethal,,,,,,
I2FE2SR,,,,,nonlethal,,,,,,
NDPK2,,,,,nonlethal,,,,,,
NOS,,,,,nonlethal,,,,,,
PIN4K_SC,,,,,nonlethal,,,,,,
MCLORi,,,,,nonlethal,,,,,,
GMPR,,,,,nonlethal,,,,,,
3OAS121,,,,,nonlethal,,,,,,
NADS2,,,,,nonlethal,,,,,,
MYCON3,,,,,nonlethal,,,,,,
DM_leu__L_c,,,,,nonlethal,,,,,,
PS180abcppc,,,,,nonlethal,,,,,,
EX_ferrich_e,,,,,not in model,,,,,,
AGXT2L2,,,,,not in model,,,,,,
IGPS,,,,,nonlethal,,,,,,
AHALc,,,,,nonlethal,,,,,,
SPODM,,,,,nonlethal,,,,,,
LCYSTATm,,,,,nonlethal,,,,,,
SHSL2r,,,,,nonlethal,,,,,,
HCGALm,,,,,nonlethal,,,,,,
PE1819Z1829Z12Zt,,,,,nonlethal,,,,,,
HBCO_nadp,,,,,nonlethal,,,,,,
AASAD2,,,,,not in model,,,,,,
ACLSa,,,,,nonlethal,,,,,,
HBZOPT6m,,,,,nonlethal,,,,,,
OAAICITtm,,,,,nonlethal,,,,,,
PHETHPTOX,,,,,nonlethal,,,,,,
MALTHXabc,,,,,nonlethal,,,,,,
PGLYCP,,,,,nonlethal,,,,,,
DM_asp__L_c,,,,,nonlethal,,,,,,
DHFR,,,,,nonlethal,,,,,,
DGDGGH1829Z12Z1619Zc,,,,,nonlethal,,,,,,
LIPOti,,,,,not in model,,,,,,
ALATA_D2,,,,,nonlethal,,,,,,
ACYP,,,,,nonlethal,,,,,,
GLUKA,,,,,nonlethal,,,,,,
EX_ttdca_e,,,,,nonlethal,,,,,,
AOXSr,,,,,nonlethal,,,,,,
ASP4DC,,,,,nonlethal,,,,,,
DUTCP,,,,,nonlethal,,,,,,
FACOAL1821,,,,,nonlethal,,,,,,
3OAS100,,,,,nonlethal,,,,,,
EX_sphmyln_e,,,,,nonlethal,,,,,,
FRUt2,,,,,nonlethal,,,,,,
NADDP,,,,,not in model,,,,,,
CDIPT18111Z160,,,,,nonlethal,,,,,,
MI3PP,,,,,nonlethal,,,,,,
DASYN_SC,,,,,nonlethal,,,,,,
PGD3TDS18111Z1613Ec,,,,,nonlethal,,,,,,
PGM,,,,,nonlethal,,,,,,
MGDGW3DS1839Z12Z15Z1644Z7Z10Z13Z2c,,,,,nonlethal,,,,,,
ORNabc,,,,,nonlethal,,,,,,
TAGAH1601819Z180,,,,,nonlethal,,,,,,
HMGL_1,,,,,nonlethal,,,,,,
ACOAD3f,,,,,nonlethal,,,,,,
PG180abcppc,,,,,nonlethal,,,,,,
SALCHS2FEabcppc,,,,,not in model,,,,,,
GLYCL_2,,,,,nonlethal,,,,,,
CYTBD,,,,,not in model,,,,,,
G1P_pi_th,,,,,not in model,,,,,,
STARCH300DEGR2Ac,,,,,nonlethal,,,,,,
THFtm_1,,,,,nonlethal,,,,,,
PE1819Z1835Z9Z12Zt,,,,,nonlethal,,,,,,
HISTRSm,,,,,nonlethal,,,,,,
EX_malthx_e,,,,,nonlethal,,,,,,
GLUSy,,,,,nonlethal,,,,,,
FAS180,,,,,nonlethal,,,,,,
NO2th,,,,,not in model,,,,,,
GND,,,,,nonlethal,,,,,,
ACYP_2,,,,,nonlethal,,,,,,
GCLDH,,,,,nonlethal,,,,,,
MOD_2mhop,,,,,nonlethal,,,,,,
FADRx2,,,,,nonlethal,,,,,,
ACOADH60_m,,,,,nonlethal,,,,,,
PGP1819Z160t,,,,,nonlethal,,,,,,
FAO182p_evenevenc,,,,,nonlethal,,,,,,
ASPTAm,,,,,nonlethal,,,,,,
PKETF,,,,,not in model,,,,,,
MCBTS,,,,,not in model,,,,,,
ARABDI,,,,,nonlethal,,,,,,
AGPRim,,,,,nonlethal,,,,,,
TYRTAi,,,,,nonlethal,,,,,,
CTBTCAL2,,,,,nonlethal,,,,,,
UTPtm,,,,,nonlethal,,,,,,
CBL,,,,,not in model,,,,,,
GHMT2r,,,,,nonlethal,,,,,,
DM_asn__L_c,,,,,nonlethal,,,,,,
C140SN,,,,,nonlethal,,,,,,
ORNt,,,,,not in model,,,,,,
MTAM,,,,,nonlethal,,,,,,
2HP6MPMOm,,,,,nonlethal,,,,,,
ACHMSSELCYSL,,,,,nonlethal,,,,,,
GTPCI,,,,,nonlethal,,,,,,
G3PGabcppc,,,,,nonlethal,,,,,,
AKGMALtm,,,,,nonlethal,,,,,,
MLDEP1ppc,,,,,nonlethal,,,,,,
ALDD20x_1,,,,,nonlethal,,,,,,
EX_pheme_e,,,,,nonlethal,,,,,,
EAR141y,,,,,nonlethal,,,,,,
GLUCYS,,,,,nonlethal,,,,,,
DGDGW3DS1839Z12Z15Z1637Z10Z13Z2c,,,,,nonlethal,,,,,,
SO4ti,,,,,nonlethal,,,,,,
CHYA2c,,,,,nonlethal,,,,,,
ERGSTt,,,,,nonlethal,,,,,,
FASm2401,,,,,nonlethal,,,,,,
PGP160abcppc,,,,,nonlethal,,,,,,
CMPtm,,,,,nonlethal,,,,,,
EX_etha_e,,,,,nonlethal,,,,,,
DASYN140,,,,,nonlethal,,,,,,
EX_gal_e,,,,,nonlethal,,,,,,
QUILSYN,,,,,not in model,,,,,,
FPPShc,,,,,nonlethal,,,,,,
GLCOASYNTc,,,,,not in model,,,,,,
UAGAAT,,,,,nonlethal,,,,,,
FE2abc,,,,,nonlethal,,,,,,
GALt2,,,,,nonlethal,,,,,,
SO4t_h,,,,,not in model,,,,,,
ETHAPT_STC_STC_c,,,,,nonlethal,,,,,,
SO4t2,,,,,nonlethal,,,,,,
OMBZLM6m,,,,,nonlethal,,,,,,
EX_salchs2fe_e,,,,,not in model,,,,,,
MALICITtm,,,,,nonlethal,,,,,,
NPH,,,,,not in model,,,,,,
LALDO3,,,,,nonlethal,,,,,,
MGDGW3DS1819Z1637Z10Z13Zc,,,,,nonlethal,,,,,,
BATHORHODOPSINIc,,,,,nonlethal,,,,,,
MI145PK,,,,,nonlethal,,,,,,
ARGDI,,,,,nonlethal,,,,,,
FACOAL171_ISO,,,,,nonlethal,,,,,,
LIPOS,,,,,nonlethal,,,,,,
GTPOPm,,,,,nonlethal,,,,,,
FACOAL181,,,,,nonlethal,,,,,,
RHODOPSINRTc,,,,,nonlethal,,,,,,
TMDK1,,,,,nonlethal,,,,,,
AASDH1_c,,,,,not in model,,,,,,
EX_kdo2lipid4_e,,,,,nonlethal,,,,,,
LIPOti_1,,,,,not in model,,,,,,
DNDPt35m,,,,,not in model,,,,,,
OIVD3m,,,,,nonlethal,,,,,,
CTPtm,,,,,nonlethal,,,,,,
dgl_prod1,,,,,nonlethal,,,,,,
HPYRRx,,,,,nonlethal,,,,,,
ALAtmi,,,,,nonlethal,,,,,,
FAMPL4,,,,,nonlethal,,,,,,
C190cSN,,,,,nonlethal,,,,,,
NDPK9m,,,,,nonlethal,,,,,,
METB1,,,,,nonlethal,,,,,,
DBRC,,,,,not in model,,,,,,
GLYALDDr,,,,,nonlethal,,,,,,
NMNHYD,,,,,nonlethal,,,,,,
DTTUP,,,,,nonlethal,,,,,,
PGSA180,,,,,nonlethal,,,,,,
IPDPUPT,,,,,nonlethal,,,,,,
P5CDm,,,,,nonlethal,,,,,,
VCOAD,,,,,nonlethal,,,,,,
KAS3,,,,,nonlethal,,,,,,
G3PAT120,,,,,nonlethal,,,,,,
CLFORtex,,,,,nonlethal,,,,,,
EX_26dmani_e,,,,,nonlethal,,,,,,
VALtec,,,,,nonlethal,,,,,,
EX_pe1801829Z12Z_e,,,,,nonlethal,,,,,,
3DSPHR,,,,,nonlethal,,,,,,
DASYN181_9,,,,,nonlethal,,,,,,
MAN6PI,,,,,nonlethal,,,,,,
OXPTNDH,,,,,nonlethal,,,,,,
ICDHym,,,,,nonlethal,,,,,,
FTCL,,,,,nonlethal,,,,,,
ADSHm,,,,,nonlethal,,,,,,
GHMT2rm,,,,,nonlethal,,,,,,
HEMEti,,,,,nonlethal,,,,,,
CYTDK2,,,,,nonlethal,,,,,,
AHSERL2_1,,,,,nonlethal,,,,,,
NDPK3,,,,,nonlethal,,,,,,
NTD10,,,,,nonlethal,,,,,,
OIVD1r,,,,,nonlethal,,,,,,
GGPS_1c,,,,,not in model,,,,,,
NTD8,,,,,nonlethal,,,,,,
2AGPGAT160,,,,,nonlethal,,,,,,
FACOAL160,,,,,nonlethal,,,,,,
RNDR4,,,,,nonlethal,,,,,,
THRTHRARGr,,,,,nonlethal,,,,,,
GMP5N,,,,,nonlethal,,,,,,
HCYSMT,,,,,nonlethal,,,,,,
EX_succ_e,,,,,nonlethal,,,,,,
5FTHFt,,,,,not in model,,,,,,
ORNTACim,,,,,nonlethal,,,,,,
EX_pgp180_e,,,,,nonlethal,,,,,,
EX_5fthf_e,,,,,not in model,,,,,,
ECOAH2m,,,,,nonlethal,,,,,,
PE1801835Z9Z12Zt,,,,,nonlethal,,,,,,
ADA,,,,,nonlethal,,,,,,
EX_pail18111Z160_e,,,,,nonlethal,,,,,,
MCITSm,,,,,nonlethal,,,,,,
MMSAD3m,,,,,nonlethal,,,,,,
THFATm,,,,,nonlethal,,,,,,
METGL,,,,,nonlethal,,,,,,
FACOAL60t2ppc,,,,,nonlethal,,,,,,
RBK,,,,,nonlethal,,,,,,
PYDXK,,,,,nonlethal,,,,,,
DHQTi,,,,,nonlethal,,,,,,
DM_pro__L_c,,,,,nonlethal,,,,,,
OXGDC,,,,,not in model,,,,,,
ACOAR7mc,,,,,nonlethal,,,,,,
NA1Htm,,,,,nonlethal,,,,,,
NTRIR2y,,,,,nonlethal,,,,,,
GDMANE,,,,,nonlethal,,,,,,
ALDD15,,,,,nonlethal,,,,,,
ASPK,,,,,nonlethal,,,,,,
NTD1,,,,,nonlethal,,,,,,
EX_LptA_e,,,,,nonlethal,,,,,,
DASYN160,,,,,nonlethal,,,,,,
FPGS_tm,,,,,nonlethal,,,,,,
NBAH,,,,,nonlethal,,,,,,
RTOT4_cho,,,,,not in model,,,,,,
SO3abcppc,,,,,nonlethal,,,,,,
D3AIBTm,,,,,nonlethal,,,,,,
PI35BP5P_SC,,,,,nonlethal,,,,,,
APNPT,,,,,nonlethal,,,,,,
ANNAT,,,,,not in model,,,,,,
MCITL2,,,,,nonlethal,,,,,,
EX_pg181_e,,,,,nonlethal,,,,,,
EAR120y,,,,,nonlethal,,,,,,
EX_egly_e,,,,,nonlethal,,,,,,
PYDAMK,,,,,nonlethal,,,,,,
PGAMT,,,,,nonlethal,,,,,,
ASNTRSm,,,,,nonlethal,,,,,,
G12MT2,,,,,nonlethal,,,,,,
IMPD,,,,,nonlethal,,,,,,
TRDRm,,,,,nonlethal,,,,,,
GLCt2,,,,,nonlethal,,,,,,
DMQMT,,,,,nonlethal,,,,,,
NADPtmt,,,,,not in model,,,,,,
LIPATPT,,,,,nonlethal,,,,,,
G12MT4,,,,,nonlethal,,,,,,
ACOADH160_m,,,,,nonlethal,,,,,,
PDX5POi,,,,,nonlethal,,,,,,
DGDGGH1819Z1627Z10Zc,,,,,nonlethal,,,,,,
2DHPFALDL,,,,,nonlethal,,,,,,
3HOPCD,,,,,nonlethal,,,,,,
HMR_4957,,,,,nonlethal,,,,,,
GBEZ,,,,,nonlethal,,,,,,
RE2912M,,,,,nonlethal,,,,,,
HACD7m,,,,,nonlethal,,,,,,
DKGLCNR1,,,,,nonlethal,,,,,,
OCT,,,,,nonlethal,,,,,,
PA181abcppc,,,,,nonlethal,,,,,,
GALS3,,,,,nonlethal,,,,,,
MLTP3,,,,,nonlethal,,,,,,
ACACT3m,,,,,nonlethal,,,,,,
ILEt2r,,,,,nonlethal,,,,,,
ALDD7,,,,,nonlethal,,,,,,
AMMQLT8,,,,,nonlethal,,,,,,
AACPS8,,,,,nonlethal,,,,,,
EX_g3pg_e,,,,,nonlethal,,,,,,
HMR_0188,,,,,nonlethal,,,,,,
EPMGH,,,,,nonlethal,,,,,,
COAtim,,,,,nonlethal,,,,,,
MGHBc,,,,,nonlethal,,,,,,
EX_fecost_e,,,,,nonlethal,,,,,,
LYSDC,,,,,not in model,,,,,,
BETALDHy,,,,,nonlethal,,,,,,
PYDXNO,,,,,nonlethal,,,,,,
PGP161abcppc,,,,,nonlethal,,,,,,
CYOR_u6m,,,,,nonlethal,,,,,,
ACOADAGAT18111Z1819Z1819Z,,,,,nonlethal,,,,,,
HOXPRx,,,,,nonlethal,,,,,,
ACOADH100_m,,,,,nonlethal,,,,,,
SPMS,,,,,nonlethal,,,,,,
SMO,,,,,not in model,,,,,,
ALDD31_1,,,,,nonlethal,,,,,,
IDPm,,,,,nonlethal,,,,,,
ARGN,,,,,nonlethal,,,,,,
EX_rib__D_e,,,,,nonlethal,,,,,,
FACOAL180_1,,,,,nonlethal,,,,,,
EX_malttr_e,,,,,nonlethal,,,,,,
DAPDC,,,,,nonlethal,,,,,,
ACSERSULLm,,,,,nonlethal,,,,,,
ASPTA,,,,,nonlethal,,,,,,
G5SD,,,,,nonlethal,,,,,,
FA120ACPHi,,,,,nonlethal,,,,,,
CLPNS161,,,,,nonlethal,,,,,,
FACOAL182,,,,,nonlethal,,,,,,
NAt3_2,,,,,nonlethal,,,,,,
HXPRT,,,,,nonlethal,,,,,,
EX_pe1819Z1835Z9Z12Z_e,,,,,nonlethal,,,,,,
DCTPD2,,,,,not in model,,,,,,
FRULYSK,,,,,nonlethal,,,,,,
HPYRDC,,,,,not in model,,,,,,
FEENTER2tppc,,,,,nonlethal,,,,,,
TGUAPRT,,,,,nonlethal,,,,,,
CTECOAI6,,,,,nonlethal,,,,,,
DGDGD7DS1829Z12Z1617Zc,,,,,nonlethal,,,,,,
ACOADAGAT18111Z18111Z18111Z,,,,,nonlethal,,,,,,
ACth,,,,,not in model,,,,,,
EX_val__L_e,,,,,nonlethal,,,,,,
MLTG2,,,,,nonlethal,,,,,,
3HAD120,,,,,nonlethal,,,,,,
RIBabc1,,,,,nonlethal,,,,,,
ASNtm_1,,,,,nonlethal,,,,,,
EX_14glucan_e,,,,,nonlethal,,,,,,
EAR160x,,,,,nonlethal,,,,,,
EX_g3pc_e,,,,,nonlethal,,,,,,
SQLErxc,,,,,nonlethal,,,,,,
HIBH,,,,,nonlethal,,,,,,
DGDGW3DS1839Z12Z15Z1634Z7Z10Zc,,,,,nonlethal,,,,,,
NDPK7m,,,,,nonlethal,,,,,,
3OAS60,,,,,nonlethal,,,,,,
CLPNS_SA,,,,,nonlethal,,,,,,
ACOADAGAT18111Z1819Z180,,,,,nonlethal,,,,,,
1AGPEAT18111Z1845Z9Z12Z15Z,,,,,nonlethal,,,,,,
EX_mal__L_e,,,,,nonlethal,,,,,,
DGDGGH1839Z12Z15Z1627Z10Zc,,,,,nonlethal,,,,,,
SULO,,,,,nonlethal,,,,,,
EGMEACPR,,,,,nonlethal,,,,,,
CAt4,,,,,nonlethal,,,,,,
DGDGGH1829Z12Z1627Z10Zc,,,,,nonlethal,,,,,,
UDPG4E,,,,,nonlethal,,,,,,
dgl_prod8,,,,,nonlethal,,,,,,
MALOAAtm,,,,,nonlethal,,,,,,
PA161abcppc,,,,,nonlethal,,,,,,
THZPSN,,,,,nonlethal,,,,,,
ADK4m,,,,,nonlethal,,,,,,
TAGAH1819Z1819Z160,,,,,nonlethal,,,,,,
GPDDA3,,,,,nonlethal,,,,,,
DASYN180,,,,,nonlethal,,,,,,
PHACOAOR,,,,,nonlethal,,,,,,
PPAm,,,,,nonlethal,,,,,,
FAS180COA,,,,,nonlethal,,,,,,
AOXSr2,,,,,nonlethal,,,,,,
PACCOAL2,,,,,not in model,,,,,,
NADS1,,,,,nonlethal,,,,,,
SULabc,,,,,nonlethal,,,,,,
FACOAL200,,,,,nonlethal,,,,,,
CHORM,,,,,not in model,,,,,,
CYTMQOR3ppc,,,,,not in model,,,,,,
GCALDD,,,,,nonlethal,,,,,,
3HAD121,,,,,nonlethal,,,,,,
THFOR1,,,,,nonlethal,,,,,,
ASNt2m,,,,,nonlethal,,,,,,
TAGAH_HDE_HDE_PALM_c,,,,,not in model,,,,,,
DTTPtm_cho,,,,,not in model,,,,,,
FAS80_L,,,,,nonlethal,,,,,,
DHORD2,,,,,nonlethal,,,,,,
METSOXR1,,,,,nonlethal,,,,,,
DATUP,,,,,nonlethal,,,,,,
URIDK2m,,,,,nonlethal,,,,,,
AO,,,,,nonlethal,,,,,,
UDPDPS,,,,,nonlethal,,,,,,
ACCOAC,,,,,nonlethal,,,,,,
AHCi,,,,,nonlethal,,,,,,
EAR121x,,,,,nonlethal,,,,,,
DGDGW6DS1829Z12Z1637Z10Z13Zc,,,,,nonlethal,,,,,,
DCTPtm_cho,,,,,not in model,,,,,,
FACOAL80t2ppc,,,,,nonlethal,,,,,,
DHORD5,,,,,nonlethal,,,,,,
MDHy,,,,,nonlethal,,,,,,
CAT,,,,,nonlethal,,,,,,
EX_maltpt_e,,,,,nonlethal,,,,,,
PGP141abcppc,,,,,nonlethal,,,,,,
CYSGLNNaEx,,,,,not in model,,,,,,
ACACT7pc,,,,,nonlethal,,,,,,
EX_so4_e,,,,,nonlethal,,,,,,
POAThc,,,,,nonlethal,,,,,,
1AGPEAT1819Z1829Z12Z,,,,,nonlethal,,,,,,
ACOADAGAT18111Z18111Z1819Z,,,,,nonlethal,,,,,,
TRETINOLPMTACTc,,,,,nonlethal,,,,,,
EX_colipa_e,,,,,nonlethal,,,,,,
OIVD3,,,,,nonlethal,,,,,,
ACOADAGAT1819Z1819Z1845Z9Z12Z15Z,,,,,nonlethal,,,,,,
GPPShc,,,,,not in model,,,,,,
BPNT2,,,,,nonlethal,,,,,,
SPRMt2i,,,,,nonlethal,,,,,,
NDPK8,,,,,nonlethal,,,,,,
EX_pe1801835Z9Z12Z_e,,,,,nonlethal,,,,,,
EX_pa181_e,,,,,nonlethal,,,,,,
PIt2m_2,,,,,nonlethal,,,,,,
RNDR3,,,,,nonlethal,,,,,,
ATGDm,,,,,nonlethal,,,,,,
TAGAH1601819Z1845Z9Z12Z15Z,,,,,nonlethal,,,,,,
ASNGLNNaEx,,,,,nonlethal,,,,,,
G3PAT180,,,,,nonlethal,,,,,,
MGDGW6DS1829Z12Z1617Zc,,,,,nonlethal,,,,,,
PLPSA218111Z1829Z12Z,,,,,nonlethal,,,,,,
ECOAH9ir,,,,,nonlethal,,,,,,
ACONT,,,,,nonlethal,,,,,,
DGDGD4DS1829Z12Z1634Z7Z10Zc,,,,,nonlethal,,,,,,
STARCH300Sc,,,,,nonlethal,,,,,,
MTGHc,,,,,nonlethal,,,,,,
ARTFR42_cho,,,,,not in model,,,,,,
AGAIAGT,,,,,nonlethal,,,,,,
MGDGW3DS1839Z12Z15Z1637Z10Z13Z2c,,,,,nonlethal,,,,,,
EX_hxa_e,,,,,nonlethal,,,,,,
PUNP4,,,,,nonlethal,,,,,,
HMPK1,,,,,not in model,,,,,,
PDXPP,,,,,nonlethal,,,,,,
ECH_3hivcoa,,,,,nonlethal,,,,,,
DAGK141,,,,,nonlethal,,,,,,
PUTA3,,,,,not in model,,,,,,
TRE6PP,,,,,nonlethal,,,,,,
HPROb,,,,,nonlethal,,,,,,
MI1456PKnc,,,,,nonlethal,,,,,,
LIPACabcppc,,,,,nonlethal,,,,,,
ACOAR3mc,,,,,nonlethal,,,,,,
GPAR,,,,,nonlethal,,,,,,
GM2LIPAabcppc,,,,,nonlethal,,,,,,
4M2OPLOXRD,,,,,nonlethal,,,,,,
AACPS5,,,,,nonlethal,,,,,,
DAGAH18111Z1819Z,,,,,nonlethal,,,,,,
ALASm,,,,,nonlethal,,,,,,
PACCOAL3,,,,,not in model,,,,,,
GRTT,,,,,nonlethal,,,,,,
ACCOAtm,,,,,nonlethal,,,,,,
GCCa,,,,,nonlethal,,,,,,
SUCD3_u6m,,,,,nonlethal,,,,,,
FACOAL1832,,,,,nonlethal,,,,,,
PTRCOX1,,,,,not in model,,,,,,
FASm2201,,,,,nonlethal,,,,,,
CRO4abcppc,,,,,nonlethal,,,,,,
ARABR,,,,,not in model,,,,,,
GLYBabc,,,,,nonlethal,,,,,,
ACOAD1f,,,,,nonlethal,,,,,,
FUM,,,,,nonlethal,,,,,,
RNDR3b,,,,,nonlethal,,,,,,
FASC221ACP,,,,,nonlethal,,,,,,
P5CRm,,,,,nonlethal,,,,,,
PERD,,,,,nonlethal,,,,,,
ARBTNabcppc,,,,,not in model,,,,,,
BTNCc,,,,,nonlethal,,,,,,
EX_pe18111Z1835Z9Z12Z_e,,,,,nonlethal,,,,,,
TAGAH16018111Z1845Z9Z12Z15Z,,,,,nonlethal,,,,,,
DM_ile__L_c,,,,,nonlethal,,,,,,
COLIPAabcppc,,,,,nonlethal,,,,,,
EAR120_m,,,,,nonlethal,,,,,,
FACOAL170_ISO,,,,,nonlethal,,,,,,
EX_pa160_e,,,,,nonlethal,,,,,,
G3PAT161,,,,,nonlethal,,,,,,
ACACT2m,,,,,nonlethal,,,,,,
FAS160,,,,,nonlethal,,,,,,
DNTPPA,,,,,nonlethal,,,,,,
EX_crn_e,,,,,nonlethal,,,,,,
3OAR80,,,,,nonlethal,,,,,,
MI1PS,,,,,nonlethal,,,,,,
PROAKGOX1,,,,,nonlethal,,,,,,
ORNTA,,,,,nonlethal,,,,,,
SUCD1m,,,,,nonlethal,,,,,,
CYS,,,,,nonlethal,,,,,,
PG141abcppc,,,,,nonlethal,,,,,,
GLCS1,,,,,nonlethal,,,,,,
ACOADAGAT1819Z18111Z180,,,,,nonlethal,,,,,,
CEPTC_cho,,,,,nonlethal,,,,,,
PGP140abcppc,,,,,nonlethal,,,,,,
ACOAD1,,,,,nonlethal,,,,,,
PMANM,,,,,nonlethal,,,,,,
STACHGALACT,,,,,nonlethal,,,,,,
EX_phephethr_e,,,,,nonlethal,,,,,,
AACPS4_1c,,,,,nonlethal,,,,,,
r0398,,,,,nonlethal,,,,,,
CPPPGO_1c,,,,,nonlethal,,,,,,
PGSA_SA,,,,,nonlethal,,,,,,
PRPPS,,,,,nonlethal,,,,,,
SALCHS4abcppc,,,,,nonlethal,,,,,,
AMMQT8_2,,,,,nonlethal,,,,,,
G12MT3,,,,,nonlethal,,,,,,
GLYC3Pabc,,,,,nonlethal,,,,,,
PHEPHETHRr,,,,,nonlethal,,,,,,
2AGPEAT181,,,,,nonlethal,,,,,,
GRXR,,,,,nonlethal,,,,,,
NDPK5,,,,,nonlethal,,,,,,
URIK1,,,,,nonlethal,,,,,,
DGDGGH1839Z12Z15Z1637Z10Z13Zc,,,,,nonlethal,,,,,,
GLCNACPT,,,,,nonlethal,,,,,,
MI1345PKnc,,,,,nonlethal,,,,,,
COA1819ZD9DS,,,,,nonlethal,,,,,,
3OAS120,,,,,nonlethal,,,,,,
MMSDHir,,,,,nonlethal,,,,,,
ENLIPIDAt1exc,,,,,nonlethal,,,,,,
PREPTHS,,,,,nonlethal,,,,,,
AP4AH,,,,,nonlethal,,,,,,
