,T. gondii ARI,T. gondii FOU,T. gondii GAB2-2007-GAL-DOM2,T. gondii GT1,T. gondii MAS,T. gondii ME49,T. gondii p89,T. gondii RUB,T. gondii TgCatPRC2,T. gondii VAND,T. gondii VEG
DH4MCHCDH,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
ACOADAGAT18111Z1819Z18111Z,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
CYSDSF,nonlethal,not in model,not in model,,not in model,,,,nonlethal,not in model,
Cut1,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
OMBZLM,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
BZDIOLDH,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
HYDA,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
SHKK,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
ACOADAGAT1819Z18111Z1835Z9Z12Z,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
PHETRSm,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
PYAM5PO,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
HACD7,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
PE140abcppc,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
SO4CLtex,nonlethal,nonlethal,nonlethal,,nonlethal,,,,not in model,nonlethal,
ASAPTc,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
FAS160COA,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
EX_man_e,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
MCBTS3,not in model,not in model,not in model,,not in model,,,,not in model,not in model,
NDPK9,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
3SALAASPm,not in model,not in model,not in model,,nonlethal,,,,not in model,not in model,
G3PEabcppc,nonlethal,nonlethal,not in model,,nonlethal,,,,nonlethal,nonlethal,
PS120abcppc,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
EX_epist_e,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
EX_met__D_e,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
BZ12DOX,not in model,nonlethal,nonlethal,,nonlethal,,,,not in model,nonlethal,
FDH7,not in model,nonlethal,nonlethal,,nonlethal,,,,not in model,not in model,
PNTOte,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
GM1LIPAabcppc,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
NDPK6m,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
HMR_9805,nonlethal,nonlethal,not in model,,nonlethal,,,,nonlethal,nonlethal,
UMPK,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
TSULtm,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
METDabc,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
ACPPAT140,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
DM_val__L_c,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
ACOAD2f,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
PETHCT,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
1AGPEAT1819Z1845Z9Z12Z15Z,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
ACOADAGAT1601819Z160,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
PYDXPP,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
EX_trp__L_e,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
MALTTRabc,nonlethal,nonlethal,not in model,,nonlethal,,,,nonlethal,nonlethal,
ACITL,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
CHRPL,not in model,nonlethal,not in model,,not in model,,,,not in model,not in model,
r2073_1,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,not in model,
FE3DCITexs,nonlethal,not in model,not in model,,nonlethal,,,,nonlethal,nonlethal,
EX_crm_e,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
PE120abcppc,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
2HMHMBQMTm,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
MLTG3,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
KAS19SA,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
CTPS1,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
FAO182p_evenoddc,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
NCAMUP,not in model,nonlethal,not in model,,not in model,,,,not in model,not in model,
LIPOCT,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
ECOAH2c,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
METabc,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
2HPMMBQMOm,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
AAMYL,nonlethal,nonlethal,nonlethal,,nonlethal,,,,not in model,nonlethal,
ALDD5,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
ADNK1m,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
ACOAD7,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
SO4tl,not in model,not in model,not in model,,not in model,,,,not in model,not in model,
HACD4,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
RNDR4b,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
ETHAPT1801819Z,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
F6PP,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
CYSTS,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
RBFK,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
LIDOAMH,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
METTRS,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
CYSDS,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
ORNCT,not in model,not in model,not in model,,not in model,,,,nonlethal,not in model,
GLYCL,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
CYSTGL,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
NADFADOR,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
NTRIR4ppc,not in model,not in model,nonlethal,,not in model,,,,not in model,not in model,
PEPCK_re,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
DNDPt49m,not in model,not in model,not in model,,not in model,,,,not in model,not in model,
DAGAH1601819Z,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
MEGLYXYLAMH,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
MYCON2,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
FACOAL140t2ppc,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
HKt,not in model,not in model,not in model,,nonlethal,,,,not in model,not in model,
3HBCOAHL,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
DGDGGH1829Z12Z160c,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
CACOAL,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
SPS,not in model,not in model,not in model,,nonlethal,,,,not in model,not in model,
ACOAD8f,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
CHLSTD78I,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
GLYTLm,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
TKT2,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
MGDGW3DS1829Z12Z1644Z7Z10Z13Zc,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
ZYMSTAT_SC,nonlethal,nonlethal,nonlethal,,not in model,,,,nonlethal,nonlethal,
DAGAH16018111Z,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
NITR,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
AKGDH,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
HBCHLR,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
EX_his__L_e,nonlethal,not in model,not in model,,nonlethal,,,,nonlethal,nonlethal,
CERH124,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,not in model,
DGDGD4DS1839Z12Z15Z1634Z7Z10Zc,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
CHOLK,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
LANOSTAT_SC,nonlethal,nonlethal,nonlethal,,not in model,,,,nonlethal,nonlethal,
AATGm,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
PACCOAL,not in model,not in model,not in model,,not in model,,,,not in model,not in model,
HSDHc,not in model,not in model,not in model,,not in model,,,,nonlethal,not in model,
EX_lys__L_e,nonlethal,not in model,not in model,,nonlethal,,,,nonlethal,nonlethal,
EX_enlipa_e,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
GLUDC,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
ACOAD8m,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
DGDGW6DS1829Z12Z1627Z10Z1c,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
FACOAL18111Z,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
EX_pg18111Z160_e,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
FECRMabcppc,nonlethal,not in model,nonlethal,,not in model,,,,nonlethal,not in model,
EX_ddca_e,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
ECOAH1m,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
MOD,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
TTDCAFATPc,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
EX_hg2_e,not in model,not in model,not in model,,nonlethal,,,,not in model,not in model,
KAS8,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
EPISTt,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
EAR161x,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
FAO141p_evenc,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
ACP1619ZD9DS,nonlethal,not in model,not in model,,not in model,,,,not in model,not in model,
YUMPS,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
ACS_h,nonlethal,not in model,not in model,,not in model,,,,not in model,not in model,
HEX4,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
HMR_3864,not in model,not in model,not in model,,nonlethal,,,,not in model,not in model,
PPA_1,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
CPS_m,not in model,nonlethal,not in model,,not in model,,,,not in model,nonlethal,
MDHi2,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
2AGPEAT160,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
MECDPDH2,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
BCAROKTc,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
CITt2r,nonlethal,not in model,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
r0817,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
NODOx,not in model,not in model,nonlethal,,not in model,,,,not in model,not in model,
MGHAc,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
MOD_3mhtpp,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
ACOADAGAT16018111Z1845Z9Z12Z15Z,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
ACACT5r_1,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
ACOADH140_m,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
DDPGA,not in model,nonlethal,not in model,,nonlethal,,,,not in model,not in model,
FASm2002,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
QULNS_m,not in model,not in model,not in model,,nonlethal,,,,not in model,not in model,
TAURt,not in model,not in model,not in model,,not in model,,,,not in model,not in model,
ALDD4x,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
THFGLUS,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
G6PDH2r,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
MNt2,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
CYSAMO_cho,not in model,not in model,not in model,,not in model,,,,not in model,not in model,
LPLPS1AGPE180,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
3OAS120_1c,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
EX_pi_e,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
GLNt2r,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
SUCOASm,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
D_LACDcm,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
ORNTAC,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
ACOADAGAT1801819Z1835Z9Z12Z,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
PA180abcppc,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
5MTHFtm,not in model,not in model,not in model,,nonlethal,,,,not in model,not in model,
FMNRx2,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
3OAR161,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
CHLabc,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
EX_ocdcea_e,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
CS,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
MNabc,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
HISD_c,nonlethal,not in model,not in model,,not in model,,,,not in model,nonlethal,
G3PAT181,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
PHYCBOXL,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
EX_lyslyslys_e,not in model,nonlethal,nonlethal,,not in model,,,,not in model,not in model,
CDIPT1819Z160,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
EX_ps120_e,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
NTRLASE3,nonlethal,nonlethal,nonlethal,,nonlethal,,,,not in model,nonlethal,
ACOADAGAT18111Z1819Z160,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
MYCTR2,not in model,nonlethal,not in model,,not in model,,,,not in model,nonlethal,
ACOAD20,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
CTECOAI8,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
FASC140ACP,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
ACGAMPM,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
SELNPS,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
SBP,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
FACOAL1831,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
PGP181abcppc,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
DHPM2,not in model,not in model,not in model,,nonlethal,,,,not in model,not in model,
3M2OBLOXRD,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
NICRNS,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
A2GALT2c,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,not in model,
PHETA1,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
MCSNAH,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
AACPDAGAT_HDE_HDE_PALM_h,nonlethal,not in model,not in model,,not in model,,,,not in model,not in model,
LEUTRSm,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
CYSTRS,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
DMPPS,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
EX_taur_e,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
TAGAH1601819Z18111Z,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
GLXO1,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
GLYC2Pabcppc,nonlethal,nonlethal,not in model,,nonlethal,,,,nonlethal,nonlethal,
ARGARGr,not in model,nonlethal,nonlethal,,not in model,,,,not in model,not in model,
GLUDy,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
CLt_m,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
ACOADAGAT1801819Z1845Z9Z12Z15Z,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
BPNT,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
RNDR1b,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
A2GALT5c,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,not in model,
VCACT,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
SUCOAS,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
PDE3,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
DAGK1819Z18111Z,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
KAS7,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
C181SN,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
DHNAPHT,not in model,not in model,not in model,,not in model,,,,not in model,not in model,
PLPSA21829Z12Z1835Z9Z12Z,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
MYCTR,not in model,nonlethal,not in model,,not in model,,,,not in model,nonlethal,
EX_ps161_e,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
MALS,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
CDPPT160,not in model,not in model,not in model,,nonlethal,,,,not in model,not in model,
EX_ps160_e,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
ACACT10m,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
AACPS1,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
4HTHRS,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
MCOATAm,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
EX_salchs4_e,not in model,nonlethal,nonlethal,,nonlethal,,,,not in model,nonlethal,
SUCD1,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
ENLIPAabctexc,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
CHLDA2tuc,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
SERTRS2,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
PS160abcppc,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
ALDD3,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
3DH5HPBMTm,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
EX_nad_e,not in model,nonlethal,not in model,,not in model,,,,not in model,not in model,
EX_ala__L_e,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
ASPOcm_1,nonlethal,not in model,nonlethal,,not in model,,,,not in model,nonlethal,
DAGK16018111Z,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
ASPTA6,not in model,not in model,not in model,,not in model,,,,not in model,not in model,
FTHFLi,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
MECDPDH,nonlethal,not in model,not in model,,nonlethal,,,,not in model,nonlethal,
PROTRS,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
OAAt2m,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
BDMT,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
SLDxi2,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
ACOADAGAT18111Z18111Z160,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
MCOATA_1,nonlethal,not in model,not in model,,not in model,,,,not in model,not in model,
UDPDOLPT,nonlethal,nonlethal,nonlethal,,nonlethal,,,,not in model,nonlethal,
G5SADrm,not in model,not in model,not in model,,not in model,,,,not in model,not in model,
ECA4COLIPAabctexc,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
EAR181x,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
GOFUCR,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
PA120abcppc,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
LYSabc,nonlethal,not in model,not in model,,nonlethal,,,,nonlethal,nonlethal,
CITt4_1,not in model,not in model,nonlethal,,not in model,,,,not in model,not in model,
2HPMBQMTm,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
FAO141p_oddc,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
GMPS2,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
DAGK18111Z160hc,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
PPM2,nonlethal,nonlethal,not in model,,nonlethal,,,,nonlethal,not in model,
MOTH3,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
TAGAH1801819Z160,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
OCTNLL,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
GTHRDt,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
NDP7,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
ICYSDS,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
EX_h2o_e,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
S2FE2ST,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
UTPH1,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
LNS14DMx,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
EX_fadh2_c,nonlethal,not in model,not in model,,nonlethal,,,,not in model,nonlethal,
EX_mg2_e,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
ADSK,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
EX_pe161_e,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
HSDy,not in model,nonlethal,not in model,,nonlethal,,,,nonlethal,nonlethal,
AACPS7,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
ACOADAGAT16018111Z160,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
EX_murein5p3p_e,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
ACOADAGAT1801819Z1819Z,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
G3POc,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
MYCSacp50,not in model,nonlethal,nonlethal,,nonlethal,,,,nonlethal,not in model,
PGSA160,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
EX_cys__L_e,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
ACHMSSELCYSLh,nonlethal,not in model,not in model,,not in model,,,,not in model,not in model,
G2PP,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
DHRT_ibcoa,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
FACOAL180_2,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
MOD_3mop,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
dgl_prod7,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
ILETRSm,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
PE1819Z1845Z9Z12Z15Zt,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
CDPDAGS18111Z160,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
EX_tungs_e,nonlethal,nonlethal,nonlethal,,nonlethal,,,,nonlethal,nonlethal,
FA180h,nonlethal,not in model,not in model,,not in model,,,,not in model,not in model,
