,gf_PadleriG01,P. berghei,P. billcollinsi,P. blacklocki,P. chabaudi,P. coatneyi,P. cynomolgi B,P. cynomolgi M,P. falciparum 3D7,P. falciparum Dd2,P. fragile,P. gaboni G01,P. gaboni SY75,P. vivax Sal1
FASC182ACP,nonlethal,not in model,nonlethal,nonlethal,not in model,not in model,not in model,not in model,nonlethal,nonlethal,not in model,nonlethal,nonlethal,not in model
PIabc,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,not in model,not in model,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal
AGPATACP_OLE_HDE,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal
EAR160y,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal
THRTHRARGt,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,nonlethal,not in model,not in model,not in model,not in model,not in model
CPPPGO_ap,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,not in model,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal
LPLIPAL2ATE160,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,not in model,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal
NTD1,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal
CYSDS,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,nonlethal,not in model,not in model,not in model,not in model,not in model
DCTPD,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,not in model,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal
UPPDC2,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal
FEDCabc,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal
FAS100,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal
APH120,not in model,not in model,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,not in model,not in model,nonlethal,nonlethal,nonlethal,nonlethal
C181SN,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal
NITRm,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,not in model,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal
ACACT7r,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal
ACOLIPAabctexc,not in model,not in model,not in model,nonlethal,not in model,nonlethal,not in model,nonlethal,nonlethal,nonlethal,nonlethal,not in model,not in model,nonlethal
ARB_Dabc,not in model,not in model,nonlethal,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
SUCDH_q8_m,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal
EX_coa_e,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,nonlethal,nonlethal,not in model,not in model,not in model,not in model
EX_tyr__L_e,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal
GMP5N,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal
AMPTASEPG,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal
G16MT,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal
HMT,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,not in model,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal
EAR60x_ap,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,not in model,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal
pe_prod18,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal
G3PAT120_ap,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,not in model,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal
C100SN,nonlethal,not in model,nonlethal,nonlethal,not in model,not in model,not in model,not in model,nonlethal,nonlethal,not in model,nonlethal,nonlethal,not in model
SUCD4,nonlethal,nonlethal,not in model,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal
3OXCOAT,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal
DYTK2,nonlethal,not in model,not in model,nonlethal,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
DHPS2,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal
EX_2agpg180_e,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal
PHETHPTOX,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,nonlethal,not in model,not in model,not in model,not in model,not in model
FERRICHabc,nonlethal,nonlethal,nonlethal,nonlethal,not in model,not in model,not in model,not in model,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,not in model
PDHam2mi,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal
EX_pmtcoa_e,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal
ATPS3m,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal
DM_ser__L_c,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal
EX_kdo2lipid4_e,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal
pABAt,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,nonlethal,not in model,not in model,not in model,not in model,not in model
PPNCL2,nonlethal,nonlethal,not in model,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal
NTPP1,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal
3OAS181_ap,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,not in model,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal
G3PD6,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal
SK_trnaasn_c,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal
ALAt2r,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,not in model,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal
PDHa,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal
G3PAT161,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal
NNAM,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal
GLNHISHISt,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,nonlethal,not in model,not in model,not in model,not in model,not in model
CITALOR,nonlethal,not in model,nonlethal,nonlethal,not in model,not in model,not in model,not in model,not in model,not in model,not in model,nonlethal,nonlethal,not in model
UDPDPS2,not in model,not in model,not in model,not in model,not in model,nonlethal,nonlethal,nonlethal,not in model,not in model,nonlethal,not in model,not in model,nonlethal
LCAT56enhs,not in model,not in model,not in model,nonlethal,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
EX_met__L_e,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal
NTPP8,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal
EX_trp__L_e,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal
FAS161,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal
AMITP,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal
FTHFLi,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,nonlethal,not in model,not in model,not in model,not in model,not in model
REPHACCOAI,nonlethal,not in model,nonlethal,nonlethal,not in model,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,not in model,nonlethal
OXDHCOAT,nonlethal,not in model,nonlethal,nonlethal,not in model,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,not in model,nonlethal
EX_pail18111Z160_e,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal
GCLDH,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal
dgl_prod6,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal
EX_fe2_e,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal
PS180abcppc,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal
GAT_c,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal
CRNCAL2,not in model,not in model,not in model,not in model,not in model,not in model,nonlethal,not in model,not in model,not in model,not in model,not in model,nonlethal,not in model
CDPDAGS18111Z160,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal
DM_asp__L_c,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal
ACOADAGAT1819Z1819Z160,not in model,nonlethal,not in model,not in model,nonlethal,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
SSALx,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,nonlethal,not in model,not in model,not in model,not in model,not in model
HBZOPT6m_1,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal
G3PAT182_9_12_c,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,nonlethal,not in model,not in model,not in model,not in model,not in model
GSNt,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,not in model,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal
ACOADH100_m,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal
PYDXOR,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,nonlethal,not in model,not in model,not in model,not in model,not in model
EAR120y,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal
GMPS2,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal
BC10_new,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal
MGDGD4DS1829Z12Z1634Z7Z10Zc,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal
ARGt2r,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,not in model,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal
LPLIPAL1A120,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,not in model,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal
CDPDAGS_OLE_PALM,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal
KAT7,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,not in model,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal
PLDPE_MYRS_GLNA_c,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,nonlethal,not in model,not in model,not in model,not in model,not in model
1AGPEAT18111Z1819Z,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal
ADSK,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal
PPAm,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal
AGAT_SC,not in model,nonlethal,not in model,not in model,nonlethal,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
PGSA181,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,not in model,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal
DGDGW3DS1829Z12Z1637Z10Z13Zc,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal
DGDGW3DS1839Z12Z15Z1627Z10Zc,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal
BZ12DOX,not in model,not in model,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,not in model,not in model,not in model,not in model
DHRT_ibcoa,not in model,nonlethal,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,nonlethal
5DGLCNR,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,nonlethal,not in model,not in model,not in model
DPCOAK_ap,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,not in model,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal
AKGDbm,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal
PGP18111Z160t,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal
SQLErxc,not in model,not in model,not in model,not in model,not in model,nonlethal,nonlethal,nonlethal,not in model,not in model,nonlethal,not in model,not in model,nonlethal
COUCOAFm,nonlethal,not in model,nonlethal,nonlethal,nonlethal,nonlethal,not in model,not in model,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,not in model
D_LACDm,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal
MCITS,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal
EX_butso3_e,not in model,nonlethal,not in model,not in model,nonlethal,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
HCO3E,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,not in model,not in model,nonlethal,nonlethal,nonlethal,not in model,nonlethal,nonlethal,not in model
MECDPDH5,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal
AMPTASECG,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal
DGDGW6DS1829Z12Z1627Z10Z1c,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal
EX_g3pe_e,not in model,nonlethal,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
CHYA2c,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal
OMBZLM,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal
GTHRDte,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,nonlethal,not in model,not in model,not in model,not in model,not in model
NA1ATPasem,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal
PPAer,not in model,nonlethal,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
GDMANE,not in model,not in model,not in model,not in model,not in model,not in model,not in model,nonlethal,not in model,not in model,not in model,not in model,not in model,nonlethal
DIPS,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal
PGSA160,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,not in model,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal
LPLIPAL2ATG140,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,not in model,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal
UPPDC1,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal
FAS260,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal
3OAR60,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal
S2FE2SR,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal
GLYO1,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,nonlethal,not in model,not in model,not in model,not in model,not in model
pe_prod16,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal
FASC220ACP,nonlethal,not in model,nonlethal,nonlethal,not in model,not in model,not in model,not in model,nonlethal,nonlethal,not in model,nonlethal,nonlethal,not in model
PLPSA21819Z1829Z12Z,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal
EX_isetac_e,not in model,nonlethal,not in model,not in model,nonlethal,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
GLUabc,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,nonlethal,not in model,not in model,not in model,not in model,not in model
DSAT,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,not in model,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal
FEENTER2tppc,nonlethal,not in model,not in model,not in model,not in model,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal
FACOAL180_2,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,not in model,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,not in model
EX_pe18111Z1829Z12Z_e,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal
ACOADAGAT1819Z18111Z160,not in model,nonlethal,not in model,not in model,nonlethal,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
ASPGLU2m,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal
THIORDXi,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal
pe_prod5,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal
PINOS,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,not in model,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal
FRTT2,not in model,not in model,not in model,not in model,not in model,nonlethal,nonlethal,nonlethal,not in model,not in model,nonlethal,not in model,not in model,nonlethal
EX_tyrphetyr_e,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,nonlethal,not in model,not in model,not in model,not in model,not in model
LPCAT_LNA_EPA_sn2_c,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,nonlethal,not in model,not in model,not in model,not in model,not in model
KAS8,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal
HMR_0188,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal
EX_pe18111Z1835Z9Z12Z_e,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal
ACOADAGAT18111Z18111Z1845Z9Z12Z15Z,not in model,nonlethal,not in model,not in model,nonlethal,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
FTHFLmi,not in model,not in model,not in model,not in model,not in model,nonlethal,nonlethal,nonlethal,not in model,not in model,nonlethal,not in model,not in model,nonlethal
AMPPT2,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,not in model,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal
PCW3DS_PALM_ALNA_sn2_c,not in model,nonlethal,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
EX_2agpg141_e,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal
FAO141p_oddc,nonlethal,nonlethal,not in model,not in model,not in model,not in model,not in model,not in model,not in model,nonlethal,nonlethal,not in model,not in model,not in model
PETHCT,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal
PPBNGS,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,not in model,nonlethal,nonlethal
Htap,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal
PDE5,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal
CHLtm,not in model,not in model,nonlethal,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
UPLA4FNT,not in model,nonlethal,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
acoa_prod11,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal
KAS16,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal
OIVD3m,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal
