,T. gondii ARI,T. gondii FOU,T. gondii GAB2-2007-GAL-DOM2,T. gondii GT1,T. gondii MAS,T. gondii ME49,T. gondii p89,T. gondii RUB,T. gondii TgCatPRC2,T. gondii VAND,T. gondii VEG
RNDR2b,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
2AGPEAT161,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
PE_CHOtm,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
PROtm_1,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
G13MT,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
PGPP_hsnhs,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
STARCH300DEGR2Bc,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
DAGK1601819Z,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
DH4MCHCDH,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
ACOADAGAT18111Z1819Z18111Z,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
CYSDSF,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
Cut1,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
OMBZLM,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
BZDIOLDH,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
HYDA,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
SHKK,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
ACOADAGAT1819Z18111Z1835Z9Z12Z,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
PHETRSm,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
PYAM5PO,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
HACD7,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
PE140abcppc,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
SO4CLtex,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
ASAPTc,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
FAS160COA,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
EX_man_e,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
MCBTS3,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
NDPK9,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
3SALAASPm,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
G3PEabcppc,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
PS120abcppc,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
EX_epist_e,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
EX_met__D_e,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
BZ12DOX,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
FDH7,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
PNTOte,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
GM1LIPAabcppc,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
NDPK6m,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
HMR_9805,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
UMPK,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
TSULtm,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
METDabc,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
ACPPAT140,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
DM_val__L_c,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
ACOAD2f,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
PETHCT,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
1AGPEAT1819Z1845Z9Z12Z15Z,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
ACOADAGAT1601819Z160,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
PYDXPP,not in model,not in model,not in model,not in model,,not in model,not in model,not in model,not in model,not in model,not in model
